,Time,User,Tweet,Country,No of retweet
2714,2023-01-26 15:14:05+00:00,Agwuchukwuma1,@ZenithBank pls check dm,Nigeria,0
2715,2023-01-26 15:12:01+00:00,Capozztylee,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",Nigeria,127
2716,2023-01-26 15:09:16+00:00,Geeeetay,@ZenithBank my goodness!! This can’t be happening .. bank giving old notes .. atm not dispensing.. app not working!! Terrible,,0
2717,2023-01-26 15:09:03+00:00,ZetunaV,"@ZenithBank @HMipamau How  can I  find my account number 
I forget  my account number",,0
2718,2023-01-26 15:08:41+00:00,tk_marc69,RT @ZenithBank: Protect your account from social media fraudsters by ONLY discussing transaction-related challenges via DM or with ZiVA on…,,19
2719,2023-01-26 15:08:37+00:00,she__reigns,@HMipamau @ZenithBank Don't bother opening an account with this bank. You will thank me later for this piece of advice,"Abuja, Nigeria",0
2720,2023-01-26 15:04:00+00:00,folara25gunner,@aliyu_figo @ZenithBank Kai,EMIRATES,0
2721,2023-01-26 15:03:31+00:00,mhizevaluv,@ZenithBank @Zenithbank_263 @Zenithbank_162 please how do I get my token to enable me operate my app without going to the bank?  Una bank too dey give headache. It's only ur bank that is difficult to register for mobile banking 🙄🙄,"Enugu, Nigeria",0
2722,2023-01-26 15:01:52+00:00,2A_interior,@ZenithBank You people should refund my money,"Lagos, Nigeria",0
2723,2023-01-26 14:59:07+00:00,giltz15,@ZenithBank what is this 100k daily transfer limit now 🤦‍♀️ ffs,Music is my world🌍,0
2724,2023-01-26 14:55:09+00:00,underscore252,"@ZenithBank Zenith bank pls improve your network services, it is really bad and it is bad if it continues like this",,0
2725,2023-01-26 14:51:44+00:00,crybabykinah,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…","Abuja, Nigeria",143
2726,2023-01-26 14:41:37+00:00,ebbiegasbag,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi","Mafoluku, Lagos.",127
2727,2023-01-26 14:33:39+00:00,LIZZI_SK,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",abuja,127
2728,2023-01-26 14:32:33+00:00,oluwatobi_amosu,"@ZenithBank 2211665168

Zenith Bank",,0
2729,2023-01-26 14:32:24+00:00,oluwatobi_amosu,@ZenithBank https://t.co/D9MJ5Hveu3,,0
2730,2023-01-26 14:32:14+00:00,oluwatobi_amosu,@ZenithBank Send me money 🤑💸💸💸💸,,0
2731,2023-01-26 14:30:05+00:00,aliyu_figo,@ZenithBank 😡 https://t.co/vHwmfNSmxc,,0
2732,2023-01-26 14:29:39+00:00,Bashola_Balogun,@ZenithBank You guys need to sortout your network...,Pakistan|Sierra Leone|London,0
2733,2023-01-26 14:28:46+00:00,ATILOLATOBILOBA,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",Nigeria,127
2734,2023-01-26 14:26:50+00:00,NftWillie,RT @Jimmypingtongue: @Mr_oluakin @bod_republic @MTNNG @ZenithBank I agree with you on the @ZenithBank,,1
2735,2023-01-26 14:23:03+00:00,mekuzza,"@ZenithBank @NGRSenate @PoliceNG @HQNigerianArmy @officialEFCC ,@cenbank @channelstv @ARISEtv Can Zenith Bank kindly explain to Nigerians the difference b/w electronic charges &amp; Stamp Duty. Fraudulent charges in Nigeria banks is becoming unbearable. Do they think we're morons.",Nigeria,0
2736,2023-01-26 14:22:04+00:00,Whitespa_ce,"@ZenithBank  I need to confirm that it's the actual Zenith Bank account that is requesting for these details. I made a complain that someone sent me some money and I've not received it, and you are asking me to provide these details. https://t.co/GbMOO7IiM0","Lagos, Nigeria",0
2737,2023-01-26 14:21:50+00:00,JacobAu12778891,"@ZenithBank Trying to download the Zenith app but it is not responding. After rolling to install, it goes back to start again. It has taken most of my data",,0
2738,2023-01-26 14:21:11+00:00,GOVERNOR10c,@ZenithBank My account was blocked since Dec 13 2022 why and what was the reason ?,,0
2739,2023-01-26 14:20:41+00:00,aliyu_figo,Since yesterday you pack my money and you no do data for me haba @ZenithBank una no try gaskiya,,0
2740,2023-01-26 14:19:18+00:00,aliyu_figo,Hmmm abeg make somebody send me data before @ZenithBank get sense abeg https://t.co/wM7lW9sfdI,,0
2741,2023-01-26 14:13:57+00:00,beautifulajike,"RT @DamimolaOlawuyi: Dear @GodwinIEmefiele,
In the last 36 hours, I have visited at least 11 ATM points between Ikorodu and Ikeja including…",Nigeria,11
2742,2023-01-26 14:13:14+00:00,samzroj,RT @Timbhoe: Can @UNIONBANK_NG and @ZenithBank come and remove their ATM stands in UI please. Make better banks come in abeg😤,Earth,8
2743,2023-01-26 14:10:27+00:00,ejiro4b,@ZenithBank https://t.co/H4aElfoLjd,"Nashville, TN- Delta, Nigeria",0
2744,2023-01-26 14:02:31+00:00,AzukaUju,@ZenithBank Your network is very bad work on it,Lagos Nigeria,0
2745,2023-01-26 13:59:35+00:00,iamWillowy,@HMipamau @ZenithBank 😂😂💔,Somewhere in Mercury ,0
2746,2023-01-26 13:58:55+00:00,ZARMAYZE,@VhycktohGusto @Timilemon @ZenithBank INSHA'ALLAH one day u go wash ate bcus of them,,0
2747,2023-01-26 13:58:28+00:00,NZEAKONOBIAKPO,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",,127
2748,2023-01-26 13:58:15+00:00,TheEnyola,"@Jeyon1 @FinMinNigeria @officialEFCC @ZenithBank is responsible because it was their platform that was compromised and that’s beyond your control.

Your bank deposits is insured by @NDICNigeria

And @cenbank must hold Zenith responsible.

File a case with @fccpcnigeria immediately.",Eko Ile,0
2749,2023-01-26 13:57:38+00:00,haji4040,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi","Federal Capital Territory, Nig",127
2750,2023-01-26 13:54:54+00:00,donveek,@ZenithBank pls look into my acct I bought data via my mobile app and till now I haven’t seen the data and have been debited,"Kano, Nigeria",0
2751,2023-01-26 13:54:48+00:00,melanchillo,"@ZenithBank do i really have to do this, is it safe? https://t.co/XNX9ky3YXt",,0
2752,2023-01-26 13:52:44+00:00,Rp79688328Peter,"@ZenithBank Hello someone, I am trying to make a transfer but is not working",,0
2753,2023-01-26 13:48:55+00:00,NathanKale9,@ZenithBank Na lie 😂😂 don’t fall for it 😭 O ju e ma bo 😭😂😂🤲,Somewhere on earth,0
2754,2023-01-26 13:45:57+00:00,foxzyhopez,"@ZenithBank refund my money back na..
It one week today .. failed Airtime transaction .Why are you treating customers like this..I'm a very old customer and I'm loosing patient with your banking system and flaws as it is.","Lekki, Nigeria",0
2755,2023-01-26 13:45:34+00:00,shalzy_a,"RT @Jeyon1: in order for me to get well, i have to use my meds &amp; i have to eat; meanwhile, even to swallow my saliva? very painful! not to…",,11
2756,2023-01-26 13:43:58+00:00,Uncle_kunle,"RT @Jeyon1: in order for me to get well, i have to use my meds &amp; i have to eat; meanwhile, even to swallow my saliva? very painful! not to…",,11
2757,2023-01-26 13:43:52+00:00,BanjokoSamuelo2,@ZenithBank Good evening bank zenith pls y your atm not work every time den new money is not in the atm machine,,0
2758,2023-01-26 13:43:42+00:00,melanchillo,"@ZenithBank is God that will punish you guys ooo... you find it so easy to debit someone, but for fund to drop its hard....",,0
2759,2023-01-26 13:42:35+00:00,BusayoAdemiku1,"RT @BusayoAdemiku1: Does @officialABAT now look like @ZenithBank ,@gtbank or @FirstBankngr branch?, @OfficialAPCNg causing more damages to…","Amsterdam, The Netherlands",1
2760,2023-01-26 13:42:29+00:00,BusayoAdemiku1,"Does @officialABAT now look like @ZenithBank ,@gtbank or @FirstBankngr branch?, @OfficialAPCNg causing more damages to Mr @officialABAT .
@OfficialAPCNg @officialABAT @officialEFCC @icpcnigeria https://t.co/tGuqhkvPhc","Amsterdam, The Netherlands",1
2761,2023-01-26 13:42:15+00:00,thaajir,@ZenithBank @OlaideOlumide1 I need some more information about Zenith Bank,,0
2762,2023-01-26 13:40:28+00:00,akpakan_koko,"@ZenithBank what is it with ELECTRONIC MONEY TRANSFER LEVY for minutest of transaction?

This is fraudulent! Only that we don’t have a working system. 
Nigeria will happen to you one way or the other.",Your Dreams,0
2763,2023-01-26 13:38:09+00:00,etizbigflex,@ZenithBank pls what's wrong why am I no getting credit alerts what's going on,,0
2764,2023-01-26 13:38:06+00:00,BasharFaruk6,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",,127
2765,2023-01-26 13:37:29+00:00,showmoreyeah,"@ZenithBank I used your mobile app to pay @IkejaElectric prepaid bill, and I have not received token from @IkejaElectric and they are telling me you @ZenithBank have to refund my money because they've not received anything from You. Howfa nau",Lagos,0
2766,2023-01-26 13:36:36+00:00,black_malay,"@ZenithBank it's been 10 days now since 1500 was debited from my account and haven't been reversed even after I complained and was told to exercise patience for 48hrs, @cenbank",,0
2767,2023-01-26 13:36:10+00:00,AkimAlo101,"RT @Diome_Patricia: Dear @gtbank , @FirstBankngr , @UBAGroup , @wemabank @Sterling_Bankng @StanbicIBTC @ZenithBank @JaizBankNG @UNIONBANK_N…","Lagos, Nigeria ",3
2768,2023-01-26 13:35:28+00:00,MusaMD81,"RT @Diome_Patricia: Dear @gtbank , @FirstBankngr , @UBAGroup , @wemabank @Sterling_Bankng @StanbicIBTC @ZenithBank @JaizBankNG @UNIONBANK_N…","Kano, Nigeria",3
2769,2023-01-26 13:34:43+00:00,OkpotiOkerchir1,@ZenithBank Would there be a haircut if l do business with you?,,0
2770,2023-01-26 13:31:23+00:00,thelittleamaris,RT @Timbhoe: Can @UNIONBANK_NG and @ZenithBank come and remove their ATM stands in UI please. Make better banks come in abeg😤,"Oyo, Nigeria",8
2771,2023-01-26 13:31:15+00:00,Anjolaogunsanwo,"RT @DamimolaOlawuyi: Dear @GodwinIEmefiele,
In the last 36 hours, I have visited at least 11 ATM points between Ikorodu and Ikeja including…",,11
2772,2023-01-26 13:29:45+00:00,Youngkaz1,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",Nigeria.,143
2773,2023-01-26 13:22:18+00:00,EmzzyInteriors,"@Gentlejerome @a_ma_ka__ @ZenithBank I believe she won't but you see that thieving bank,them go meet their own match one day.","Lagos, Nigeria",0
2774,2023-01-26 13:20:28+00:00,Agwuchukwuma1,@ZenithBank bank plssss check DM,Nigeria,0
2775,2023-01-26 13:19:29+00:00,mjemmanuella,This @ZenithBank is truly a horrible bank https://t.co/pi6yJxqccM,gathering my coins,0
2776,2023-01-26 13:19:19+00:00,Twitytunes,@ZenithBank 1q,Somewhere in d middlebelt,0
2777,2023-01-26 13:18:23+00:00,OAjefe,@ZenithBank @ZenithBank can I use my master card in Europe for purchase and transactions?,"Delta, Nigeria",0
2778,2023-01-26 13:16:30+00:00,adrianjay67,RT @adrianjay67: @ZenithBank are thieves,,1
2779,2023-01-26 13:16:26+00:00,adrianjay67,RT @adrianjay67: @cenbank please you guys should look into this bank @ZenithBank this guys are torturing people 😡😡😡,,1
2780,2023-01-26 13:15:35+00:00,adrianjay67,@ZenithBank refund people their money,,0
2781,2023-01-26 13:15:28+00:00,AkoredeJonathan,"@OlaideOlumide1 @ZenithBank How did you forget it?
You left it in your house??🌚🌚",,0
2782,2023-01-26 13:14:39+00:00,A_Jaden_,"RT @Jeyon1: in order for me to get well, i have to use my meds &amp; i have to eat; meanwhile, even to swallow my saliva? very painful! not to…",Peaceland,11
2783,2023-01-26 13:13:18+00:00,DrightSauce,"RT @Jeyon1: in order for me to get well, i have to use my meds &amp; i have to eat; meanwhile, even to swallow my saliva? very painful! not to…",💰,11
2784,2023-01-26 13:12:55+00:00,PaulAbiola2,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi","Ibadan city, Oyo State.NG",127
2785,2023-01-26 13:12:31+00:00,Otedola_,"RT @Jeyon1: in order for me to get well, i have to use my meds &amp; i have to eat; meanwhile, even to swallow my saliva? very painful! not to…",Canadian embassy,11
2786,2023-01-26 13:12:06+00:00,TerkuraShagba,@ZenithBank How can I activate my Zenith App without necessarily visiting the bank?,,0
2787,2023-01-26 13:12:00+00:00,persh4,"@ZenithBank @zenithbank Reverse my 815k! I've laid lots of complain to you people yet nothing has been done! @CBN_NG @officialEFCC please look into this matter, I need my Money",Lagos Nigeria,0
2788,2023-01-26 13:11:53+00:00,Dahtruthbless,@ZenithBank Saki ATM stand is worst,"Oyo, Nigeria",0
2789,2023-01-26 13:11:29+00:00,bibisongz,@Johnoseghale @ZenithBank 🤣🤣🤣🤣 lemme oooo,"Alagbado, Nigeria",0
2790,2023-01-26 13:11:19+00:00,Adebare450,@ZenithBank My account was debited and the money is yet to be refunded back to my account,,0
2791,2023-01-26 13:09:02+00:00,chioma_izuagwu,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",,127
2792,2023-01-26 13:08:40+00:00,Johnoseghale,@bibisongz @ZenithBank Human right activist,,0
2793,2023-01-26 13:08:23+00:00,SolarEdge5,@topeolawunmi @tayointerior @cenbank @ZenithBank @ZenithBank always making headlines for bad reasons..but still better than @UBACares,"Lagos, Nigeria",1
2794,2023-01-26 13:06:04+00:00,elviseroms,"RT @DamimolaOlawuyi: Dear @GodwinIEmefiele,
In the last 36 hours, I have visited at least 11 ATM points between Ikorodu and Ikeja including…","Lagos, Nigeria",11
2795,2023-01-26 13:01:52+00:00,akosdahthird,"RT @DamimolaOlawuyi: Dear @GodwinIEmefiele,
In the last 36 hours, I have visited at least 11 ATM points between Ikorodu and Ikeja including…",Old Trafford,11
2796,2023-01-26 13:01:28+00:00,Agwuchukwuma1,@ZenithBank pls pls someone sent me money am yet to receive it,Nigeria,0
2797,2023-01-26 12:59:08+00:00,lamodess,@ZenithBank Zenith bank na thief una be o...,"Lagos, Nigeria",0
2798,2023-01-26 12:58:23+00:00,zainabM62097233,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",,127
2799,2023-01-26 12:57:48+00:00,JoshuaOsaremen,@ZenithBank Please I hope @zenithbank will still accept old money on Monday 30th of January 2023?,Lagos,0
2800,2023-01-26 12:57:33+00:00,Vadodgreatjnr,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",Nigeria,127
2801,2023-01-26 12:57:22+00:00,Timy_Ojo,"@ZenithBank I recharged my line with 500 naira airtime through my bank app. But over 20 minutes I'm yet to see the airtime and I've been debited. Please help loot into this @ZenithBank.
My account: 2544511314
Ojo Oluwatimilehin

My phone number : 08118931845",Nigeria,0
2802,2023-01-26 12:56:47+00:00,matthiannaji,RT @Gentlejerome: Please I hope this lady @a_ma_ka__ was able to retrieve her money from @ZenithBank. Really hope!,"Federal Capital Territory, Nig",1
2803,2023-01-26 12:54:23+00:00,DearestOsasO,"Nah, Zenith bank has to stop operations at this point. How many complaints will it take before it stops? 

This one now is worth 11 million Naira +

What’s going on? 
No one should be banking with @ZenithBank https://t.co/j8n9j1jhq5",My LIFE & STYLE PLATFORM 👉🏾,0
2804,2023-01-26 12:54:04+00:00,Donkool_,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…","Federal Capital Territory, Nigeria",143
2805,2023-01-26 12:53:22+00:00,CO_Chiamaka,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",Designing stuff,143
2806,2023-01-26 12:53:03+00:00,SayrahMhiz,@ZenithBank I went to zenith bank Adeniyi Jones branch today but they are still giving out old notes,,0
2807,2023-01-26 12:52:27+00:00,VhycktohGusto,@Timilemon @ZARMAYZE @ZenithBank Rest... They are trying!,"Uyo, Nigeria",0
2808,2023-01-26 12:51:39+00:00,selfless_Jade,@ZenithBank obanikoro is still giving the old naira note na wa oo #newnairanote,Lagos,0
2809,2023-01-26 12:50:51+00:00,VhycktohGusto,@ZenithBank Y'all should block and report those føøls immediately spotting on 'em.,"Uyo, Nigeria",0
2810,2023-01-26 12:48:04+00:00,badejiisrael1,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",Nigeria,127
2811,2023-01-26 12:47:57+00:00,StanleyAmangam,@ZenithBank How can I get my bank password back,Nigeria,0
2812,2023-01-26 12:47:32+00:00,StanleyAmangam,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",Nigeria,127
2813,2023-01-26 12:43:22+00:00,vhiktho,Wetin dey worry @ZenithBank for God's sake. Kindly be informed that blah blah blah......return someone's money and stop behaving like fraud stars,,0
2814,2023-01-26 12:41:57+00:00,AbolajiLiasu,"RT @Diome_Patricia: Dear @gtbank , @FirstBankngr , @UBAGroup , @wemabank @Sterling_Bankng @StanbicIBTC @ZenithBank @JaizBankNG @UNIONBANK_N…","Ikeja, Nigeria",3
2815,2023-01-26 12:41:51+00:00,Ib4san,@lolasokenu @ZenithBank I just saw this message,Lost Without You,0
2816,2023-01-26 12:37:19+00:00,josephlaughters,RT @Senderfo: @cenbank This is @ZenithBank NNPC Ejigbo branch https://t.co/c5uUKelQ2F,"Ile-Ife, Lagos, PH",26
2817,2023-01-26 12:37:03+00:00,bolanleabiodu10,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",,127
2818,2023-01-26 12:34:31+00:00,IfeoluwaSnr,"@ZenithBank  are the notes reserved for some people?
Because I wanted to withdraw today at the counter, @ZenithBank OAU campus branch and the cashier said they're not giving new notes to everyone.","Ife, Nigeria",1
2819,2023-01-26 12:34:27+00:00,ElizaB500,@ZenithBank Na na @ me @ x8,"Famagusta, Nothern Cyprus",0
2820,2023-01-26 12:30:28+00:00,peero007,"RT @DamimolaOlawuyi: Dear @GodwinIEmefiele,
In the last 36 hours, I have visited at least 11 ATM points between Ikorodu and Ikeja including…",On The Eagle's Wings,11
2821,2023-01-26 12:27:40+00:00,iameneblessing,"@ZenithBank Please you guys should return my 5,800 you removed from my account please.",Lekki phase 1,0
2822,2023-01-26 12:24:51+00:00,oshunloye_,"RT @rsvptemple: don’t we have enough material to initiate a class action suit v. @ZenithBank ???

it is getting embarrassing at this point.","Lagos, Nigeria",43
2823,2023-01-26 12:23:49+00:00,IpindoganA,@ZenithBank I have a transaction that yet to be reverse assist me,"Ado-Odo, Nigeria",0
2824,2023-01-26 12:23:43+00:00,flyboi_marshall,"RT @rsvptemple: don’t we have enough material to initiate a class action suit v. @ZenithBank ???

it is getting embarrassing at this point.",,43
2825,2023-01-26 12:20:03+00:00,EEmycool,RT @Richcrox247: @ZenithBank This is just hypocrisy. I'm at the zenith bank presently and I am still given old notes. This country is a mes…,,1
2826,2023-01-26 12:18:33+00:00,TijaniToheebAb2,"Check DM again
@ZenithBank",,0
2827,2023-01-26 12:18:15+00:00,EEmycool,RT @Rehoboth_0: @ZenithBank Zenith bank carried all their new notes and gave to Tinubu and Atiku to use and rig election. This is why they…,,1
2828,2023-01-26 12:18:03+00:00,davidsax6,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",Nigeria,127
2829,2023-01-26 12:16:12+00:00,bibisongz,"@ZenithBank We should deposit our old notes.
 Yet, you people are still giving out old notes","Alagbado, Nigeria",0
2830,2023-01-26 12:14:01+00:00,GuccySzn,"@ZenithBank Omo Zenith bank reverse my rent wey I pay last night. I don come back from club my eyes done clear , oga landlord you go wait small o🤣 

Wahala for who no use mumu bank like zenith https://t.co/z8cAcCVvyI",,0
2831,2023-01-26 12:11:43+00:00,Amakachristie61,"@ZenithBank I’m finding it difficult to transact online with my ATM Card. For any amount I input, they keep telling me “this payment amount exceeds your transaction limit”. It’s really frustrating!","Anambra, Nigeria",0
2832,2023-01-26 12:10:00+00:00,johndy01,@ZenithBank Your bank is a disgrace to financial institution....,,0
2833,2023-01-26 12:07:33+00:00,johndy01,@ZenithBank U guys are the scammers...big shame to u guys,,0
2834,2023-01-26 12:06:35+00:00,vincentnwafor13,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",,127
2835,2023-01-26 12:05:05+00:00,Diome_Patricia,RT @Onise_iyanu: @Diome_Patricia @gtbank @FirstBankngr @UBAGroup @wemabank @Sterling_Bankng @StanbicIBTC @ZenithBank @JaizBankNG @UNIONBANK…,"Warri, Nigeria",1
2836,2023-01-26 12:04:38+00:00,OrakwePatrick,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",,127
2837,2023-01-26 11:58:16+00:00,barakophis,@ZenithBank @ZenithBank Please what is the meaning of the Electronic levy you people keep debiting me with every week???,"Lagos, Nigeria",0
2838,2023-01-26 11:57:53+00:00,MrEze24936032,"@ZenithBank @musty_emboiz am the National president Grassroots farmers Development Initiative of Nigeria,  i stopped using my account with u because of misbehaviour of some of your staff's, I just love zenith and wish I could come back to zenith",,0
2839,2023-01-26 11:57:49+00:00,Four4ty4our,@ZenithBank Then we'll be stranded as most of your ATMs aren't working. Shior.,Lagos,0
2840,2023-01-26 11:56:21+00:00,Pato40457562,@ZenithBank I have not received transfer made to my account from access bank since morning?,Nigeria,0
2841,2023-01-26 11:54:47+00:00,GideonArowolo,"@ZenithBank Was trying to log in to my bank app on another device , it kept requesting for token code (hard)",,0
2842,2023-01-26 11:54:37+00:00,Four4ty4our,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",Lagos,127
2843,2023-01-26 11:54:24+00:00,Vivesparkle,"RT @DamimolaOlawuyi: Dear @GodwinIEmefiele,
In the last 36 hours, I have visited at least 11 ATM points between Ikorodu and Ikeja including…",Lagos,11
2844,2023-01-26 11:52:42+00:00,TijaniToheebAb2,"Check DM @ZenithBank 
Your customer service is too poor",,0
2845,2023-01-26 11:52:25+00:00,Fonjacks,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",,127
2846,2023-01-26 11:50:53+00:00,NoveltyNovember,@ZenithBank My card is not working on line,,0
2847,2023-01-26 11:49:27+00:00,BlvckpearlBola,@IamLee4TJ @ZenithBank The zenith bank account that ripped my sister yesterday is a verified account...they should do something about it!!!!,"Lagos, Nigeria",0
2848,2023-01-26 11:47:59+00:00,Oiza08,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",,143
2849,2023-01-26 11:47:31+00:00,BlvckpearlBola,@IamLee4TJ @ZenithBank Same thing happened to my sister yesterday....zenith bank is the worst bank ever,"Lagos, Nigeria",0
2850,2023-01-26 11:46:07+00:00,Olugbengamone,@ZenithBank Expect to collect our acct no.tnks,Ikorodu,0
2851,2023-01-26 11:45:48+00:00,NannaOKelly,@ZenithBank And experience bad network services right? worse Bank in 2022,Nigeria ,0
2852,2023-01-26 11:45:33+00:00,Kemite123,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",,127
2853,2023-01-26 11:45:07+00:00,HoodRichMill1,@ZenithBank Useless bank,,0
2854,2023-01-26 11:43:19+00:00,iamfibukunmi,@ZenithBank why una commot my money and I no see data,,0
2855,2023-01-26 11:42:56+00:00,brandon_henny,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",Vormir ,143
2856,2023-01-26 11:42:49+00:00,Timilemon,@ZARMAYZE @ZenithBank Bank with them at your own peril.,World.,0
2857,2023-01-26 11:41:21+00:00,ZARMAYZE,@ZenithBank Please work on your service,,0
2858,2023-01-26 11:40:45+00:00,VICKYMORE1980,RT @JutzBen: This is the situation report at the moment at @ZenithBank @NGRSenate today 26/01/2023... https://t.co/kbnayCOC7B,"Port Harcourt, Nigeria",1
2859,2023-01-26 11:39:24+00:00,EmerieEbenezer,@HMipamau @ZenithBank If you like your money don't open account with zenith bank,United States,0
2860,2023-01-26 11:38:00+00:00,RichieLuv16,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",,127
2861,2023-01-26 11:36:53+00:00,Gentlejerome,"@EmzzyInteriors @a_ma_ka__ @ZenithBank Oh dear! 🙏🤦🏽‍♂️
I hope that lady does not harm herself in all of these",England | Nigeria ,0
2862,2023-01-26 11:35:47+00:00,MUHAMME81594332,@ZenithBank How can I open an account,,0
2863,2023-01-26 11:35:29+00:00,iamDetoun,"RT @AmMamacita: @midyungciouz @ZenithBank @ZenithBank we're tired of this unending network issues since 2021. Fix up!
Stop leaving customer…",...right behind you!,1
2864,2023-01-26 11:33:42+00:00,Jogbosmallz,@ZenithBank E no go better for una in this life again 😡💔,"Minnesota, USA",0
2865,2023-01-26 11:33:10+00:00,michelleeffect,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",IG @michelleeffect,143
2866,2023-01-26 11:32:27+00:00,OsaroOsaro15,@ZenithBank How,,0
2867,2023-01-26 11:29:15+00:00,Bettybeibe1,@ZenithBank Zenith with their mes,,0
2868,2023-01-26 11:29:12+00:00,FunkeOlayisade,"@ZenithBank refund my 20,000....this is the 3rd week now.",,0
2869,2023-01-26 11:29:06+00:00,iamezeboy1,"@ZenithBank Useless information. I went to bank today i deposited my old note then i wanted to withdraw, u people still gave me old note😂 confused Country","Owerri, Nigeria",0
2870,2023-01-26 11:28:49+00:00,daniee_malaga,"@ZenithBank Please I can’t get in my app, I changed my phone and I’m unable to put the app on my new phone. Please help",Lagos nigeria,0
2871,2023-01-26 11:28:07+00:00,Thiccmadam1,"@ZenithBank Please my Mastercard is having issues I can't pay anything online for months I can only pay 20 naira, 10 naira What's wrong","Abuja, Nigeria",0
2872,2023-01-26 11:27:22+00:00,Realcatherinae,@blaq_space @ZenithBank Iswr…,"Abuja, Nigeria",0
2873,2023-01-26 11:27:13+00:00,Odionfernando50,@ZenithBank Please I forgot my account number,"Federal Capital Territory, Nig",0
2874,2023-01-26 11:26:25+00:00,EmmyBash41,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi","Lagos, Nigeria",127
2875,2023-01-26 11:25:48+00:00,clenberry,"RT @a_ma_ka__: Please Nigerians keep tagging @ZenithBank ….I need my money complete. 4,039,900 not 800,500
@ZenithBank Refund my money in f…","Ibadan, Nigeria",19046
2876,2023-01-26 11:25:28+00:00,VhycktohGusto,@IamLee4TJ @ZenithBank Check it out. It might not be from their legal page but those chèap scàmmers. I nearly fell for them.,"Uyo, Nigeria",0
2877,2023-01-26 11:22:18+00:00,Ellasecrets12,"RT @yeahilikeher: God what did I do to deserve zenith
God what is this na..
What's thus rubbish na @ZenithBank 
Are you guys only the bank…",Don’t know,1
